word,type,translation
provokatorisuus,all,provocation
provosoida,all,to provoke
provosointi,all,provocation
provosoitua,all,provoked
proxy,wiki,asiamies
prutkuttaa,all,to chug along
prutkutus,all,puff
przewalskinhevonen,wiki,Przewalskinhevonen
präntti,all,print
prässi,all,crease
prässihousut,all,pants
prässipuolustus,all,press defense
prässätä,all,to press
prässäys,all,punch
prässäyslaite,all,primer
prässäyttää,all,punch
prässäytyä,all,snatch
prässäämö,all,pile
prätkä,all,bike
pröystäillä,all,to show off
pröystäily,all,prickly
psalmi,all,psalm
psalmilaulu,all,chant
psalttari,all,psaltter
pseudo-,all,pseudo-
pseudoartroosi,all,pseudoartrosis
pseudoefedriini,wiki,pseudoephedrine
pseudokruppi,all,pseudo
pseudonyymi,all,pseudonymous
pseudotieteellinen,wiki,pseudoscientific
psii,wiki,psi
psilosiini,wiki,psilosine
psilosybiini,wiki,psilosybin
psoriaasi,all,psoriasis
psoriaatikko,all,psoriatic
psoriasis,all,psoriasis
psykedeelinen,all,psychedelic
psykiatri,all,psychiatrist
psykiatria,all,psychiatry
psykiatrinen,all,psychiatric
psyko,wiki,psychosis
psykoaktiivinen,all,psychoactive
psykoanalyysi,all,psychoanalysis
psykoanalyytikko,all,psychoanalyst
psykoanalyyttinen,all,psychoanalytic
psykobiologia,all,psychobiology
psykodraama,all,psychodrama
psykodynaaminen,all,psychodynamic
psykodynamiikka,all,psychodynamics
psykokinesia,all,psychokinesis
psykokirurgia,wiki,psychosurgery
psykolingvistiikka,all,psychosis
psykologi,all,psychologist
psykologia,all,psychology
psykologinen,all,psychological
psykologiointi,all,psychology
psykologisesti,all,psychologically
psykologisointi,all,psychology
psykometriikka,all,psychosis
psykomotoriikka,all,psychosis
psykomotorinen,all,psychomotor
psykoosi,all,psychosis
psykootikko,wiki,psychotic
psykoottinen,all,psychotic
psykopaatti,all,psychopath
psykopatia,all,psychopathy
psykopatologia,all,psychosis
psykosomaattinen,all,psychosomatic
psykososiaalinen,all,psychosocial
psykoterapeutti,all,psychotherapist
psykoterapeuttinen,all,psychotherapeutic
psykoterapia,all,psychotherapy
psykotrooppinen,wiki,psychotropic
psykrometri,wiki,psychrometer
psyykata,all,psyche
psyyke,all,psyche
psyykenlääke,all,psyche
psyykepotilas,all,psyche
psyykikko,wiki,mental
psyykkinen,all,mental
ptruu,all,whoa
pub,all,kapakka
puberteetti,all,puberty
puberteettikoe,all,puberty
pubi,all,pub
publiikki,all,pub
publikaani,all,publican
pudistaa,all,to shake
pudistella,all,shake
pudistus,all,shake
pudokas,all,windfall
pudota,all,drop
pudotella,all,fall
pudottaa,all,to drop
pudottamaton,wiki,down
pudottautua,all,drops to
pudotus,all,drop
pudotuskilpailu,all,knockout
pudotuspeli,all,playoff game
pudotusvasara,all,dropper
puertoricolainen,wiki,PuertoTo -based
puettaa,all,clothe
puffata,all,to puff
puffi,all,puff
pugilismi,all,pugilism
pugilisti,all,pugilist
puhahtaa,all,to rest
puhallella,all,to tootle
puhallin,all,fan
puhallinkvintetti,all,fan
puhallinorkesteri,all,fan
puhallinsoitin,wiki,fan player
puhallinyhtye,all,wind band
puhallus,all,blow
puhalluselvytys,all,mouth-to-mouth resuscitation
puhallusilma,all,blowing air
puhalluslamppu,all,blowlamp
puhallusputki,all,blowgun
puhallussoitin,all,blower
puhallustauti,all,fan
puhallusvilla,all,blowing wool
puhalluttaa,all,to breathalyze
puhallutus,all,blow
puhaltaa,all,to blow
puhaltaja,all,blower
puhas,wiki,aseptic
puhdas,all,clean
puhdashenkinen,all,pure spiritual
puhdaskielinen,all,puree
puhdaskielisyys,all,pure language
puhdasmaineinen,all,pure -reputable
puhdasmuotoinen,all,pure form
puhdasoppinen,all,orthodox
puhdasoppisuus,all,orthodoxy
puhdaspiirteinen,all,clean-cut
puhdasrotuinen,all,purebred
puhdasrotuisuus,all,purebred
puhdassointinen,all,pure
puhdassydäminen,all,pure -hearted
puhdastila,all,clean
puhdastyylinen,all,pure -style
puhdasverinen,all,pureblood
puhdasvetinen,all,pure water
puhdasviljelmä,all,pure culture
puhdetyö,all,tutorial
puhdistaa,all,to clean
puhdistaja,all,cleaner
puhdistaminen,wiki,purification
puhdistamo,all,refinery
puhdistautua,all,cleanse
puhdiste,all,cleaner
puhdistin,all,cleaner
puhdistua,all,to clarify
puhdistuma,all,clearance
puhdistus,all,purifying
puhdistusaine,all,cleaner
puhdistusemulsio,all,cleansing emulsion
puhdistushakkuu,all,cleaning
puhdistusharja,all,cleaning brush
puhdistusjauhe,all,cleaning powder
puhdistuskaivo,all,cleaning well
puhdistuskasetti,all,cleaning cassette
puhdistuslaitos,all,treatment plant
puhdistusmaito,all,cleaning
puhdistusmenot,all,cleaning costs
puhdistusnauha,all,cleaning tape
puhdistusneste,all,cleaning fluid
puhdistuspuikko,all,purifying
puhdistusteho,all,purifying
puhdistusvoide,all,purifying
puhdistuttaa,all,cleaned
puhe,all,speech
puheenaihe,all,talk
puheenjohtaja,all,chairman
puheenjohtajisto,all,presidency
puheenjohtajuus,all,presidency
puheenjohto,all,voter
puheenparsi,all,locution
puheensorina,all,ripple of conversation
puheenvuoro,all,floor
puheet,wiki,speeches
puhehäiriö,all,speech disorder
puhehäiriöinen,all,speech
puheilla,all,speeches
puheillepääsy,all,an audience with access to
puheilmaisu,all,speech
puheilta,all,talk to
puheisiin,all,speeches
puheissa,all,speeches
puhekaveri,all,speech
puhekeskus,all,speech
puhekieli,all,spoken language
puhekielinen,all,Colloquial
puhekokoelma,all,speech
puhekone,all,spacing
puhekumppani,all,speech
puhekuoro,all,speech choir
puhekupla,all,speech bubble
puhekyky,all,speaking ability
puhekykyinen,all,speechy
puhekyvyttömyys,all,spoken
puhekyvytön,all,mute
puhelahja,all,call
puhelaulu,all,phone table
puheleminen,wiki,chat
puheliaisuus,all,loquacity
puhelias,all,talkative
puhelimitse,all,by phone
puhelin,all,phone
puhelinasentaja,all,telephone
puhelinautomaatti,all,pay phone
puhelingallup,all,telephone poll
puhelinhaastattelu,all,telephone interview
puhelinherätys,all,telephony
puhelinjohto,all,telephone cord
puhelinjärjestelmä,all,telephone system
puhelinkaapeli,all,telephone cable
puhelinkeskus,all,telephone exchange
puhelinkeskustelu,all,phone conversation
puhelinkioski,all,telephone booth
puhelinkoje,all,telephone
puhelinkokous,all,telephone conference
puhelinkone,all,telephone machine
puhelinkoppi,all,call box
puhelinkortti,all,telephone card
puhelinkuuntelu,all,phone-tapping
puhelinkysely,all,telephone survey
puhelinlaitos,all,telephone service
puhelinlanka,all,telephone wire
puhelinlasku,all,phone bill
puhelinliikenne,all,telephone traffic
puhelinliittymä,all,telephone connection
puhelinlinja,all,telephone line
puhelinluettelo,all,phone book
puhelinmaksu,all,telephone payment
puhelinmuistio,all,phonebook
puhelinmyyjä,all,telephone salesperson
puhelinmyynti,all,telemarketing
puhelinmääräys,all,telephone order
puhelinneuvottelu,all,telephone conferencing
puhelinnumero,all,telephone number
puhelinosake,all,telephone share
puhelinosuuskunta,all,telephone cooperative
puhelinpalvelu,all,telephone service
puhelinpylväs,all,telephone pole
puhelinpäivystys,all,telephone enrollment
puhelinsalaisuus,all,telephone secrecy
puhelinsanoma,all,telephone message
puhelinseksi,all,phone sex
puhelinsoitto,all,telephone call
puhelinsuoja,all,telephone protection
puhelintariffi,all,telephone sign
puhelinteknikko,all,telephone technician
puhelinterrori,all,telephone terror
puhelintiedustelu,all,telephone inquiry
puhelintilaaja,all,telephone line
puhelintilaus,all,telephone
puhelintoivekonsertti,all,telephone conscript
puhelintolppa,wiki,telephone pole
puhelintorvi,all,telephone
puhelintyttö,all,call girl
puhelinuutiset,all,Phone News
puhelinvaihde,all,switchboard
puhelinvaihteenhoitaja,all,telephone
puhelinvastaaja,all,answering machine
puhelinverkko,all,telephone network
puhelinyhdistys,all,Telephone Association
puhelinyhteys,all,telephone connection
puhelinyhtiö,all,telephone company
puhella,all,to talk
puhelu,all,call
puhelukortti,all,phone card
puhelumaksu,all,call charge
puhelunvälittäjä,all,operator
puhemelodia,all,melody
puhemiehistö,all,presidium
puhemiehyys,all,Presidentialism
puhemies,all,speaker
puhemiesneuvosto,all,Course
puhemylly,all,speech
puhenopeus,all,speech speed
puhenuotti,all,speech note
puhenäyttämö,all,speech
puheohjelma,all,speech program
puheoikeus,all,speech right
puheopettaja,all,speech teacher
puheopetus,all,speech education
puheoppi,all,speechology
puheposti,all,voice mail
puheputki,all,speech tube
puheripuli,all,speech
puherytmi,all,rhythm
puhesyntetisaattori,all,speech synthesizer
puhetaito,all,oratory
puhetapa,all,patois
puhetekniikka,all,elocution
puheterapeutti,all,speech therapist
puheterapia,all,speech therapy
puhetilaisuus,all,speech
puhetorvi,all,mouthpiece
puhetoveri,all,jeans
puhetulva,all,patter
puhetuuli,all,speech wind
puhetyyli,all,speech style
puhetyöläinen,all,speech worker
puhevalta,all,speech
puhevapaus,all,free speech
puheviesti,all,voice
puheviestintä,all,voice communication
puhevika,all,speech impediment
puhevikainen,all,speechy
puhevälit,all,speech intervals
puheyhteys,all,speech
puheääni,all,voice
puhina,all,snort
puhista,all,to wheeze
puhjeta,all,to burst
puhkaista,all,to pierce
puhkaisu,all,puncture
puhkeama,all,perforation
puhkeamisvaihe,all,outbreak
puhki,all,beat
puhkia,all,to puff
puhkoa,all,to hole
puhkua,all,to puff
puhtaaksikirjoittaa,all,to write
puhtaaksikirjoitus,all,transcript
puhtaaksimuurata,all,walls
puhtaanapito,all,sanitation
puhtaanapitolaitos,all,sanitation facility
puhtaanpunainen,all,pure
puhtaansininen,all,clean
puhtaanvalkea,all,clean-white
puhtaanvalkoinen,all,clean
puhtaasti,all,purely
puhtaus,all,purity
puhtausaste,all,purity
puhti,all,zip
puhtoinen,all,pure
puhua,all,to talk
puhuja,all,speaker
puhujakoroke,all,lectern
puhujalava,all,dais
puhujapönttö,all,speech
puhumaton,all,mute
puhumattomuus,all,non-speaking
puhuminen,wiki,talking
puhunta,all,speech
puhuri,all,gust
puhutella,all,to speak to
puhuttaa,all,a hot topic
puhutteleminen,wiki,accost
puhuttelu,all,address
puhuttelumuoto,wiki,form of address
puhuttelusana,all,form of address
puhuttelutapa,all,spoken
puhuttu,wiki,spoken
puhututtaa,wiki,spoken
puhuva,all,speaking
puhveli,all,buffalo
puhveliheinä,all,buffalo
puhvelihärkä,all,buffaloam
puhvelilauma,all,buffalo
puhvelilehmä,all,buffet cue
puhvelinmetsästys,all,buffalo hunting
puhvelinnahka,all,buff
puhvetti,all,Puhvet
puhvi,all,puff
puhvihiha,all,puffed sleeve
puhviverho,all,puree curtain
puida,all,to thrash out
puija,all,thresher
puijata,all,to trick
puijaus,all,petkutus
puikea,all,great
puikkari,all,snack
puikkaroida,all,puff
puikkarointi,all,puff
puikkaus,all,chick
puikkelehtia,all,to scamper
puikkia,all,to slink
puikko,all,stick
puikkohitsaus,all,welding
puikula,wiki,Puikula
puikulaperuna,all,stick potato
puimakone,all,thresher
puimala,all,Puimala
puiminen,wiki,threshing
puimuri,all,combine harvester
puin,all,thresh
puinen,all,wooden
puinti,all,threshing
puiseva,all,dull
puisevasti,all,woody
puisevuus,all,wooden
puistaa,all,shakes
puistattaa,all,shivers
puistattava,wiki,shivery
puistatus,all,shiver
puistikko,all,small park
puistikkoinen,all,parky
puisto,all,park
puistoalue,all,parkland
puistoaukio,all,parlor square
puistohiihto,all,skiing
puistoistutus,all,planting
puistokatu,all,parkway
puistokemisti,all,park chemist
puistokonsertti,all,park concert
puistokuja,all,grove
puistokäytävä,all,mall
puistolemmikki,wiki,park
puistometsä,all,park
puistonpenkki,all,Park bench
puistonvartija,all,ranger
puistopuu,all,park
puistopuutarhuri,all,gardener
puistotiainen,wiki,park
puistotie,all,parkway
puistotäti,all,aunt
puistovyöhyke,all,park zone
puite,all,the sash
puitesopimus,all,framework agreement
puitetalous,all,framework economy
pujahtaa,all,to slip
pujo,all,mugwort
pujoa,all,splice
pujoliivi,all,slipover
pujoparta,all,puff
pujos,all,splice
pujotella,all,to weave
pujottaa,all,to thread
pujottautua,all,to slip
pujottelu,all,slalom
pujottelurata,all,giggle
pujottelusuksi,all,slalom
pujottua,all,threading
pujotus,all,thread
pujotuskippi,all,thread
pukari,all,bully
pukata,all,to push
pukea,all,to dress
puketti,all,punch
pukeutua,all,to dress
pukeutuminen,wiki,dressing
pukeutumishuone,all,dressing room
pukeutumisneuvoja,all,dressing
pukeutumispöytä,all,dresser
pukeutumistila,all,dressing room
pukeutumistyyli,all,dress style
pukija,all,dresser
pukimet,all,clothes
pukimo,all,bastime
pukine,all,garment
pukinjuuri,all,stunning root
pukinkontti,all,clean container
pukinnahka,all,Goat
pukinnahkainen,all,dress -skinned
pukinparta,all,goatee
pukinpartainen,all,buck
pukinsarvi,all,horn
pukinsorkka,all,cloven hoof
pukittaa,all,to buck
pukkailla,all,stick
pukkaus,all,boost
pukki,all,Goat
pukkihyppy,all,leapfrog
pukkilalainen,wiki,Pukkilan
pukkimokka,all,bundle
pukkinosturi,all,crane
puksipuu,all,boxwood
puksipuukasvi,wiki,pixe plant
puksuttaa,all,bump
puksutus,all,chug
puku,all,suit
pukuelokuva,all,dressing
pukuharjoitus,all,dressing
pukuhuone,all,dressing room
pukujuhla,all,gully
pukukaappi,all,dressing cabinet
pukukangas,all,suiting
pukukoppi,all,locker room
pukukoru,all,lump
pukulaukku,all,fracture bag
pukunäytelmä,all,costume pageant
pukuompelija,all,a couple of dressing
pukuompelu,all,cupidity
pukupaita,all,costume
pukupussi,all,dressing
pukuraha,all,pungent
pukusuoja,all,pavilion
pukusuunnittelija,all,medical designer
pukuvuokraamo,all,costume
pula,all,shortage
pulahdus,all,plop
pulahtaa,all,to plop
pulaus,all,lack
pulauttaa,all,to spit up
pulautus,all,rummage
puleerata,all,to polish
puleeraus,all,pulp
puli,all,crew cut
pulikka,all,peg
pulikoida,all,splash
pulikointi,all,chill
pulina,all,bowline
pulipäinen,all,crew cut
pulipää,all,to crew-cut
pulisongit,wiki,sideburns
pulisonki,all,pulse
pulista,all,to chatter
pulittaa,all,to shell out
pulituuri,all,shellac varnish
puliukko,all,down-and-out soak
puliveivari,all,con man
puliveivata,all,to con
pulja,all,crowd
pulju,all,crowd
pulkka,all,sled
pulkkamäki,all,sledding hill
pulkkosieni,all,Pulkkosi
pulla,all,bun
pullahiiri,all,bump
pullahtaa,all,bulges
pullajalka,all,bunny
pullakahvi,all,bouquet
pullamössö,all,bottle
pullamössösukupolvi,all,bullpen
pullapitko,all,bouquet
pullasorsa,all,Pullas
pullasuti,all,pull-out
pullataikina,all,bun dough
pullauttaa,all,balm
pullea,all,chubby
pulleakasvoinen,all,plump
pulleamahainen,all,chubby
pulleaposkinen,all,chubby
pulleavatsainen,all,chubby
pulliainen,all,ordinary man
pullikoida,all,poll
pullikointi,all,bullion
pullistaa,all,to puff
pullistella,all,to puff out
pullistelu,all,bulging
pullistua,all,to bulge
pullistuma,all,bulge
pullistus,all,bulge
pullo,all,bottle
pulloharja,all,bottle brush
pulloittain,all,bottle
pullokori,all,bottle basket
pullokuonodelfiini,wiki,Bottlecolorphine
pullokurpitsa,all,bottle of bottles
pullolapsi,all,bottle-fed baby
pullolasi,all,bottle
pullollaan,all,bulging
pullollinen,all,bottle of
pullolääke,all,bottleneck
pullomaito,all,bottle
pullonavaaja,wiki,bottle opener
pullonhattu,all,bottleneck
pullonkaula,all,bottleneck
pullonkorkki,all,bottle cap
pullonokkadelfiini,wiki,Bottlekadelphine
pullonpohja,all,bottleneck
pullonsuu,all,bottleneck
pulloposki,all,Pulloposki
pulloposkinen,all,bottle
pulloposti,all,bottle
pulloruokinta,all,bottle feeding
pullotalo,all,bottle house
pullote,all,bottle
pullottaa,all,to bottle
pullottamo,all,bottle
pullotus,all,bottling
pulloveri,all,bottlebell
pullukka,all,chubby
pulma,all,puzzle
pulmakysymys,all,vexed question
pulmalelu,all,puzzle
pulmallinen,all,complicated
pulmallisuus,all,puzzle
pulmatilanne,all,puzzle
pulmonaaliläppä,wiki,pulmonary
pulmu,all,pulp
pulmunen,all,snow bunting
pulmussirri,wiki,pulstry
pulpahtaa,all,to well up
pulpetti,all,desk
pulpettikatto,all,pulpator
pulpettirivi,all,desktop
pulppuilla,all,gush
pulputa,all,fountain
pulputtaa,all,to percolate
pulputus,all,pulp
pulsaatio,all,pulsation
pulsaattori,all,pulpator
pulsaattoripesukone,all,pulp
pulsari,all,pulse
pulska,all,bonny
pulskaneilikka,wiki,rug
pulskasti,all,pulp
pulskistaa,all,flesh
pulskistua,all,to become sturdy
pulssi,all,pulse
pulssiton,wiki,pulseless
pultata,all,to bolt
pultinkanta,all,bolt
pultinreikä,all,bolt
pultittaa,all,bolt
pultsari,all,dosser
pulttaus,all,bolt
pultti,all,bolt
pulttikiinnitteinen,all,bolt -mounted
pulttikiinnitys,all,bolt fastening
pulttipistooli,all,bolt gun
pulu,all,honey
pulveri,all,powder
pulverisaattori,all,powder
pulveroida,all,pulverize
pulveroitua,all,pulverized
pumasiini,all,pumasin
pumissi,wiki,bump
pummata,all,to scrounge
pummaus,all,bump
pummi,all,waster
pumpata,all,to pump
pumpernikkeli,all,gingerbread
pumppaamaton,wiki,pump
pumppaamo,all,pumping station
pumppaus,all,pumping
pumppu,all,pump
pumppuamo,all,pumping shop
pumppuasema,all,pump station
pumppuhaulikko,all,pump
pumppukaivo,all,pump
pumppukannu,all,pump
pumppupullo,all,pump bottle
pumpuli,all,cotton
pumpulikangas,all,cotton
